Label,Virtual Machine IP,KVM Host,KVM OS,ZService,Component,Group,Kernel Version,MAC Address,OS,RAM (GB),Memory Encryption,Role,Disk Count,Total Disk Size (GB),VLAN,Server Age,vCPUs,Drive Type,CPU Affinity Type
CT1B-0202-BTA14-N2-vm18,172.20.68.16,172.20.68.158,Debian 11.7,Books,AppServer,PracticePortal,5.10.191,c2:c1:c1:cd:85:65,Debian 11.7,8,Unknown,-,1,268,VLAN-172.20,2,32,NVMe,Shared - Group 2
CT1B-0202-BTA14-N2-vm20,172.20.68.18,172.20.68.158,Debian 11.7,Books,AppServer,books_v4,6.1.123,b2:bf:9c:a4:d3:3a,Debian 12.9,8,Unknown,-,1,268,VLAN-172.20,2,32,NVMe,Shared - Group 2
CT1B-0202-BTA14-N2-vm19,172.20.68.17,172.20.68.158,Debian 11.7,CWS,CWS-HAProxy,loadbalancer-master,5.10.191,46:b2:06:3c:42:12,Debian 11.7,8,Unknown,-,1,268,VLAN-172.20,2,32,NVMe,Shared - Group 2
CT1B-0202-BTA14-N2-vm21,172.20.68.19,172.20.68.158,Debian 11.7,Assist,AppServer,assist-viewer,5.10.191,82:95:e5:2d:32:c3,Debian 11.7,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0202-BTA14-N2-vm22,172.20.68.20,172.20.68.158,Debian 11.7,DistDBMI,DistDB-QueryCoordinator,Internal-debian,5.10.191,9e:ab:09:f8:d5:5e,Debian 11.7,8,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0202-BTA14-N2-vm23,172.20.68.21,172.20.68.158,Debian 11.7,APIGateway,MySQL,default,6.1.123,6a:1c:b8:6c:8f:11,Debian 12.9,8,Unknown,Failed Node,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0202-BTA14-N2-vm24,172.20.68.22,172.20.68.158,Debian 11.7,Zorro,Test-Server,Zorro,5.10.191,de:97:57:1b:bd:af,Debian 11.7,8,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0202-BTA14-N2-vm25,172.20.68.23,172.20.68.158,Debian 11.7,Social,AppServer,socialapi,5.10.191,e2:73:9c:f2:43:f0,Debian 11.7,8,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0202-BTA14-N2-vm27,172.20.210.96,172.20.68.158,Debian 11.7,ZMProtocols,MySQL,default,6.1.123,d2:ea:be:6b:0b:67,Debian 12.9,8,Unknown,Master,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0202-BTA14-N2-vm28,172.20.68.26,172.20.68.158,Debian 11.7,ZVPLive,ZVPTurnServer,ZVPTURNServer-internal,5.10.191,96:03:91:05:87:1f,Debian 11.7,8,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0202-BTA14-N2-vm29,172.20.68.27,172.20.68.158,Debian 11.7,Meeting,MySQL,nic,5.10.191,b2:65:f2:20:c6:3b,Debian 11.7,8,Unknown,Slave,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0202-BTA14-N2-vm30,172.20.68.28,172.20.68.158,Debian 11.7,ZMail,AppServer,Mail,5.10.191,f6:9a:72:df:3b:54,Debian 11.7,16,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0202-BTA14-N2-vm31,172.20.68.29,172.20.68.158,Debian 11.7,ZEST,AppServer,zest-crm,5.10.191,be:41:85:9b:b5:49,Debian 11.7,8,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0202-BTA14-N2-vm35,172.20.207.10,172.20.68.158,Debian 11.7,Support-Kubernetes,Desk-Kubernetes-Master,Desk-Kubernetes,6.12.90,9a:ef:a7:c2:97:47,Debian 13.5,32,Unknown,-,1,1100,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0202-BTA14-N2-vm37,172.20.68.34,172.20.68.158,Debian 11.7,Reports,C-Store,reports-cs-qa-viz,5.10.191,12:6f:e0:b6:f7:6a,Debian 11.7,16,Unknown,-,1,859,VLAN-172.20,2,32,NVMe,Shared - Group 2
CT1B-0202-BTA14-N2-vm38,172.20.68.35,172.20.68.158,Debian 11.7,Platform,MySQL,default,6.1.123,be:ce:76:c6:b0:a5,Debian 12.9,16,Unknown,Master,1,859,VLAN-172.20,2,32,NVMe,Shared - Group 2
CT1B-0202-BTA14-N2-vm39,172.20.68.36,172.20.68.158,Debian 11.7,Vani,AppServer,VaniHF_accl,5.10.191,02:1f:2f:17:55:1c,Debian 11.7,16,Unknown,-,1,859,VLAN-172.20,2,32,NVMe,Shared - Group 2
CT1B-0202-BTA14-N2-vm40,172.20.68.37,172.20.68.158,Debian 11.7,ZACTesting,Test-Server,NA,5.10.191,b2:a3:da:31:f8:a8,Debian 11.7,16,Unknown,-,1,859,VLAN-172.20,2,32,NVMe,Shared - Group 2
CT1B-0205-BTA16-N1-vm1,172.20.68.41,172.20.68.38,Debian 11.7,Webanalytics,Test-Server,NA,6.1.123,b2:df:16:69:2d:14,Debian 12.9,8,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm2,172.20.239.26,172.20.68.38,Debian 11.7,Gadgets,MySQL,default,6.12.90,26:75:f7:01:91:49,Debian 13.5,8,Unknown,Master,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm4,172.20.68.44,172.20.68.38,Debian 11.7,Cloud-Csez,Test-Server,NA,6.1.112,1a:97:37:b1:f8:39,Debian 12.7,8,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm6,172.20.68.46,172.20.68.38,Debian 11.7,ZGC,MySQL,default,5.10.191,c2:6e:68:7a:d6:79,Debian 11.7,8,Unknown,Failed Node,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm7,10.62.20.238,172.20.68.38,Debian 11.7,WAF-QA,MySQL,default,5.10.191,5e:c3:84:d5:5e:da,Debian 11.7,8,Unknown,Slave,1,215,CT1B-VLAN2,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm10,172.20.68.50,172.20.68.38,Debian 11.7,Zpay-Csez,AppServer,paymigration,5.10.191,5a:bc:0e:e5:52:6c,Debian 11.7,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 2
CT1B-0205-BTA16-N1-vm11,172.20.213.160,172.20.68.38,Debian 11.7,Accounts-Sas,MySQL,default,6.1.123,36:71:c8:c6:77:1b,Debian 12.9,8,Unknown,Slave,1,268,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm12,172.20.68.52,172.20.68.38,Debian 11.7,Officecore,Postgres,default,6.1.123,c2:a6:42:b2:c8:a0,Debian 12.9,8,Unknown,Master,1,268,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm13,172.20.68.53,172.20.68.38,Debian 11.7,Tu,Postgres,default,6.1.94,fe:5e:fd:9a:a2:94,Debian 12.6,8,Unknown,Master,1,268,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm14,172.20.68.54,172.20.68.38,Debian 11.7,Prereports,MySQL,qa,6.1.123,aa:da:62:df:d9:eb,Debian 12.9,8,Unknown,Slave,1,268,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm16,172.20.214.10,172.20.68.38,Debian 11.7,Cloud,ZCPMySQL,default,6.1.123,9a:cd:9e:ec:16:7c,Debian 12.9,8,Unknown,Slave,1,268,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm18,172.20.68.58,172.20.68.38,Debian 11.7,BDaaSAdmin,HDFS-DataNode,LocalTestHadoop,6.1.123,7a:db:b9:76:4f:28,Debian 12.9,8,Unknown,-,1,268,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm19,172.20.68.59,172.20.68.38,Debian 11.7,Books,AppServer,EventBroker,6.1.112,32:db:96:19:53:06,Debian 12.7,8,Unknown,-,1,268,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm20,172.20.68.60,172.20.68.38,Debian 11.7,Teamsync,MySQL,default,6.1.123,2e:e0:14:15:10:64,Debian 12.9,8,Unknown,Master,1,268,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm21,172.20.68.61,172.20.68.38,Debian 11.7,SasSams,Testing,NA,6.1.123,c6:36:c5:f9:4a:06,Debian 12.9,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 2
CT1B-0205-BTA16-N1-vm22,10.62.78.78,172.20.68.38,Debian 11.7,ZIntegrations,AppServer,GAC,6.1.123,2e:90:d1:ff:eb:60,Debian 12.9,4,Unknown,-,1,215,CT1B-ZAN-Opsmon,2,32,NVMe,Shared - Group 2
CT1B-0205-BTA16-N1-vm23,172.20.68.63,172.20.68.38,Debian 11.7,Startwith,AppServer,nilapublic,5.10.191,2a:79:84:fa:34:24,Debian 11.7,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 2
CT1B-0205-BTA16-N1-vm24,172.20.68.64,172.20.68.38,Debian 11.7,RouteIQ,AppServer,routeiq_client,6.1.123,e6:2e:48:8c:e1:cd,Debian 12.9,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 2
CT1B-0205-BTA16-N1-vm25,172.20.68.65,172.20.68.38,Debian 11.7,WmsCsez,AWServer,"AWServer-externaldmsbackup,AWServer-internalcsezbackup",5.10.191,22:4c:03:07:06:b0,Debian 11.7,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 2
CT1B-0205-BTA16-N1-vm27,172.20.68.67,172.20.68.38,Debian 11.7,Charm,MySQL,default,5.10.191,4e:5a:1a:1b:5b:dd,Debian 11.7,4,Unknown,Master,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 2
CT1B-0205-BTA16-N1-vm28,172.20.68.68,172.20.68.38,Debian 11.7,Zorro,Test-Server,Zorro,6.1.123,4e:7f:4f:64:51:9a,Debian 12.9,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 2
CT1B-0205-BTA16-N1-vm29,172.20.68.69,172.20.68.38,Debian 11.7,Chat-EU,AppServer,chatinterdceu,5.10.191,3a:81:86:40:bc:7a,Debian 11.7,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 2
CT1B-0205-BTA16-N1-vm30,172.20.68.70,172.20.68.38,Debian 11.7,Vani,Backup-Restoration,Vani,5.10.191,e6:ee:44:b8:b3:ef,Debian 11.7,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 2
CT1B-0205-BTA16-N1-vm31,172.20.68.71,172.20.68.38,Debian 11.7,DFS,NameNode,SEARCH_DR,6.1.94,e6:62:d6:0e:7d:1f,Debian 12.6,16,Unknown,Slave,1,333,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm32,172.20.68.72,172.20.68.38,Debian 11.7,PaliIDE,Postgres,default,6.1.123,c2:6e:ec:b8:5d:37,Debian 12.9,8,Unknown,Slave,1,333,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N2-vm1,172.20.68.73,172.20.68.39,Debian 11.7,ZorroTesting,Test-Server,NA,5.10.191,56:88:45:27:82:29,Debian 11.7,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N2-vm2,172.20.68.74,172.20.68.39,Debian 11.7,Books,AppServer,ZohoONDCTest,5.10.191,26:1a:d1:eb:80:ca,Debian 11.7,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm33,192.168.187.146,172.20.68.38,Debian 11.7,Infra-Services,PuppetServer,CA,5.10.191,f6:9b:8d:ea:0b:33,Debian 11.7,32,Unknown,-,1,1600,LOCALZOHO-CORP,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N2-vm3,172.20.68.75,172.20.68.39,Debian 11.7,ZMProcessors,AppServer,vault_index,5.10.191,f2:ea:c5:d2:d4:8c,Debian 11.7,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm34,192.168.187.58,172.20.68.38,Debian 11.7,-,-,-,5.10.191,d6:a3:67:71:e4:e4,Debian 11.7,32,Unknown,-,1,1600,LOCALZOHO-CORP,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N2-vm4,172.20.68.76,172.20.68.39,Debian 11.7,ProjectXTest,Test-Server,SureshKumarN,5.10.191,12:33:e4:ae:d5:07,Debian 11.7,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N2-vm5,10.62.76.95,172.20.68.39,Debian 11.7,DistDBMI-Csez,AppServer,GAC,5.10.191,4a:48:14:6d:0e:6c,Debian 11.7,4,Unknown,-,1,215,CT1B-ZAN-Opsmon,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N2-vm6,10.62.76.83,172.20.68.39,Debian 11.7,HackSaw,AppServer,GAC,5.10.191,16:27:e9:f4:e4:d4,Debian 11.7,4,Unknown,-,1,215,CT1B-ZAN-Opsmon,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N2-vm7,172.20.68.79,172.20.68.39,Debian 11.7,ProjectXTest,Test-Server,Ponrajkumar,5.10.191,b6:ca:ae:34:66:4d,Debian 11.7,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N2-vm9,172.20.68.83,172.20.68.39,Debian 11.7,ProjectXTest,Test-Server,Samethan,5.10.191,8a:31:4f:27:6b:fd,Debian 11.7,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N2-vm10,10.62.76.115,172.20.68.39,Debian 11.7,Survey,AppServer,GAC,5.10.191,32:b2:ed:b4:68:17,Debian 11.7,4,Unknown,-,1,215,CT1B-ZAN-Opsmon,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N2-vm8,172.20.68.81,172.20.68.39,Debian 11.7,ProjectXTest,Test-Server,Bharathvikraman,5.10.191,92:a4:70:19:f3:ac,Debian 11.7,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N2-vm12,10.62.76.114,172.20.68.39,Debian 11.7,Survey,AppServer,GAC,5.10.191,42:40:26:4d:c5:af,Debian 11.7,4,Unknown,-,1,215,CT1B-ZAN-Opsmon,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N2-vm11,172.20.68.85,172.20.68.39,Debian 11.7,Chat,AppServer,async,5.10.191,62:c5:49:bb:ac:4f,Debian 11.7,4,Unknown,-,1,215,VLAN-172.20,2,32,NVMe,Shared - Group 1
CT1B-0205-BTA16-N1-vm38,172.20.68.95,172.20.68.38,Debian 11.7,Logs-ZlQuery,AppServer,Receiver,6.1.112,92:dc:ec:d6:ba:c0,Debian 12.7,16,Unknown,-,1,698,VLAN-172.20,2,32,NVMe,Shared - Group 2
