Label,Virtual Machine IP,KVM Host,KVM OS,ZService,Component,Group,Kernel Version,MAC Address,OS,RAM (GB),Memory Encryption,Role,Disk Count,Total Disk Size (GB),VLAN,Server Age,vCPUs,Drive Type,CPU Affinity Type
CT1E-116-H1U14-vm3,10.164.59.26,10.164.42.153,Debian 13.1,L3,"ECMPExaBGP,ECMPKeepalived,ECMPNLBShield,ECMPNLBStats",ECMP-CT1E-Pro-C2,6.1.123,be:02:59:97:a3:bd,Debian 12.9,16,None,-,1,268,CT1E-LB,0,16,NVMe,Dedicated
CT1E-116-H1U14-vm4,10.164.200.80,10.164.42.153,Debian 13.1,PatchManagerPlusCloud,AppServer,dclabpremium3,6.1.123,4a:91:e7:e1:84:57,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,16,NVMe,Dedicated
CT1E-117-H1U14-vm9,10.164.36.0,10.164.42.126,Debian 13.1,Platform,AppServer,Solution2,6.1.123,fa:25:46:3e:26:a1,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-4,0,16,NVMe,Dedicated
CT1E-117-H1U14-vm10,10.164.75.174,10.164.42.126,Debian 13.1,Crm-Csez,AppServer,apposcloud,6.1.123,f2:e8:fe:a1:1f:f9,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-117-H1U14-vm11,10.164.75.158,10.164.42.126,Debian 13.1,Crm,AppServer,crmat5,6.1.123,82:4e:94:2e:10:60,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-117-H1U14-vm12,10.164.74.142,10.164.42.126,Debian 13.1,Crm,AppServer,crmtest,6.12.90,3a:eb:99:a0:aa:95,Debian 13.5,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-118-H1U11-vm9,10.164.200.86,10.164.42.74,Debian 13.1,Crm,AppServer,crmcn,6.1.123,12:71:33:d6:44:34,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,16,NVMe,Dedicated
CT1E-118-H1U11-vm10,10.164.200.94,10.164.42.74,Debian 13.1,Platform,AppServer,solution,6.1.123,7a:57:b2:11:b9:49,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,16,NVMe,Dedicated
CT1E-118-H1U11-vm11,10.164.74.150,10.164.42.74,Debian 13.1,Crm,AppServer,crmtest,6.12.90,06:06:47:60:59:09,Debian 13.5,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-118-H1U11-vm12,10.164.200.113,10.164.42.74,Debian 13.1,PatchManagerPlusCloud,AppServer,dclabpremium3,6.1.123,4a:81:17:c0:a9:dc,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,16,NVMe,Dedicated
CT1E-118-H1U14-vm9,10.164.36.24,10.164.42.84,Debian 13.1,Platform,AppServer,solutionqa1,6.1.123,a6:0a:81:e1:11:88,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-4,0,16,NVMe,Dedicated
CT1E-118-H1U14-vm10,10.164.75.91,10.164.42.84,Debian 13.1,Crm,AppServer,crmversion,6.1.123,f2:a4:91:41:6a:9c,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-118-H1U14-vm11,10.164.59.25,10.164.42.84,Debian 13.1,L3,"ECMPExaBGP,ECMPKeepalived,ECMPNLBShield,ECMPNLBStats",ECMP-CT1E-Pro-C2,6.1.123,5a:7b:36:d0:ec:6d,Debian 12.9,16,None,-,1,268,CT1E-LB,0,16,NVMe,Dedicated
CT1E-118-H1U14-vm12,10.164.118.20,10.164.42.84,Debian 13.1,Reports,HyperMemPlus,general,6.1.123,da:35:df:6a:95:ce,Debian 12.9,16,None,Master,1,268,CT1E-NON-SAS COMPUTE,0,16,NVMe,Dedicated
CT1E-118-H1U13-vm8,10.164.59.24,10.164.42.75,Debian 13.1,L3,"ECMPExaBGP,ECMPKeepalived,ECMPNLBShield,ECMPNLBStats",ECMP-CT1E-Pro-C2,6.1.123,22:f4:71:64:9c:49,Debian 12.9,16,None,-,1,268,CT1E-LB,0,16,NVMe,Dedicated
CT1E-118-H1U13-vm9,10.164.119.254,10.164.42.75,Debian 13.1,Reports,HyperMemPlus,general,6.1.123,ce:e1:f3:09:38:a2,Debian 12.9,16,None,Slave,1,268,CT1E-NON-SAS COMPUTE,0,16,NVMe,Dedicated
CT1E-118-H1U13-vm10,10.164.74.111,10.164.42.75,Debian 13.1,Platform,AppServer,crmplatform2,6.1.123,ce:24:8f:6e:41:13,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-118-H1U13-vm11,10.164.74.96,10.164.42.75,Debian 13.1,Crm,AppServer,crmcn,6.1.123,96:fd:37:78:f5:68,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-118-H1U10-vm1,10.164.200.147,10.164.42.67,Debian 13.1,Crm,AppServer,crmcx,6.1.123,e2:db:fc:78:87:bd,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,16,NVMe,Dedicated
CT1E-118-H1U10-vm2,10.164.59.21,10.164.42.67,Debian 13.1,L3,"ECMPExaBGP,ECMPKeepalived,ECMPNLBShield,ECMPNLBStats",ECMP-CT1E-Pro-C1,6.1.123,9e:04:6a:6a:9f:40,Debian 12.9,16,None,-,1,268,CT1E-LB,0,16,NVMe,Dedicated
CT1E-118-H1U10-vm3,10.164.74.117,10.164.42.67,Debian 13.1,Platform,AppServer,crmplatform2,6.1.123,9a:c5:4e:11:f4:65,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-118-H1U10-vm4,10.164.119.252,10.164.42.67,Debian 13.1,Reports,HyperMemPlus,general,6.1.123,12:d6:9d:37:fd:1f,Debian 12.9,16,None,Slave,1,268,CT1E-NON-SAS COMPUTE,0,16,NVMe,Dedicated
CT1E-117-H1U13-vm1,10.164.200.172,10.164.42.120,Debian 13.1,Crm,AppServer,crmcn,6.1.123,06:cb:96:a5:ad:19,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,16,NVMe,Dedicated
CT1E-117-H1U13-vm2,10.164.74.145,10.164.42.120,Debian 13.1,Platform,AppServer,Platform,6.1.123,02:28:74:ca:91:d1,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-117-H1U13-vm3,10.164.74.119,10.164.42.120,Debian 13.1,Crm,AppServer,specificurls,6.1.123,46:83:21:79:f0:97,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-117-H1U13-vm4,10.164.74.134,10.164.42.120,Debian 13.1,Crm,AppServer,crmlab4,6.1.123,f2:2b:18:6e:28:7b,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-117-H1U12-vm1,10.164.200.210,10.164.42.124,Debian 13.1,Crm,AppServer,crmcn,6.1.123,5a:78:08:9b:6c:b0,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,16,NVMe,Dedicated
CT1E-117-H1U12-vm2,10.164.74.124,10.164.42.124,Debian 13.1,Crm,AppServer,specificurls,6.1.123,ae:15:8e:49:a5:8e,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-117-H1U12-vm3,10.164.118.38,10.164.42.124,Debian 13.1,Prereports,HyperMemPlus,general,6.1.123,9e:c4:1d:a1:40:ed,Debian 12.9,16,None,Master,1,268,CT1E-NON-SAS COMPUTE,0,16,NVMe,Dedicated
CT1E-118-H1U12-vm8,10.164.59.22,10.164.42.62,Debian 13.1,L3,"ECMPExaBGP,ECMPKeepalived,ECMPNLBShield,ECMPNLBStats",ECMP-CT1E-Pro-C1,6.1.123,ca:9d:7d:54:46:92,Debian 12.9,16,None,-,1,268,CT1E-LB,0,16,NVMe,Dedicated
CT1E-118-H1U12-vm9,10.164.200.245,10.164.42.62,Debian 13.1,PatchManagerPlusCloud,AppServer,dclabpremium3,6.1.123,ce:81:7e:fc:c2:5b,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,16,NVMe,Dedicated
CT1E-118-H1U12-vm10,10.164.74.106,10.164.42.62,Debian 13.1,Crm,AppServer,crmcn,6.1.123,72:5a:1b:77:2e:f2,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-118-H1U12-vm11,10.164.119.188,10.164.42.62,Debian 13.1,WebMessagingService,PSQServer,PSQServer-mainmyzoho,6.1.123,4e:24:97:1e:e1:81,Debian 12.9,8,None,-,1,268,CT1E-NON-SAS COMPUTE,0,16,NVMe,Dedicated
CT1E-119-H1U12-vm6,10.164.201.3,10.164.42.48,Debian 13.1,Aiops,AppServer,event-correlation,6.1.123,36:ef:ea:19:9b:29,Debian 12.9,32,None,-,1,1600,CT1E-COMMON APP-1,0,16,NVMe,Dedicated
CT1E-119-H1U10-vm8,10.164.119.183,10.164.42.38,Debian 13.1,WebMessagingService,RServer,RServer-batchprocessor,6.1.123,22:8a:39:3e:ea:8a,Debian 12.9,8,None,-,1,268,CT1E-NON-SAS COMPUTE,0,16,NVMe,Dedicated
CT1E-119-H1U10-vm9,10.164.74.127,10.164.42.38,Debian 13.1,Crm,AppServer,crm,6.1.123,8e:18:6a:2a:65:2d,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-119-H1U10-vm10,10.164.75.213,10.164.42.38,Debian 13.1,Crm,AppServer,crmcx,6.1.123,4e:0b:28:a7:12:f2,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-119-H1U10-vm11,10.164.74.137,10.164.42.38,Debian 13.1,Platform,AppServer,Platform,6.1.123,82:7a:79:41:7f:2d,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-120-H1U10-vm1,10.164.78.185,10.164.42.0,Debian 13.1,Platform,MySQL,automationdb1,6.1.123,6e:95:be:bf:3c:45,Debian 12.9,16,None,Master,1,1600,CT1E-COMMON DB-1,0,16,NVMe,Dedicated
CT1E-120-H1U10-vm2,10.164.78.172,10.164.42.0,Debian 13.1,Platform,MySQL,automationrb1,6.1.123,7e:6a:fe:ca:ee:37,Debian 12.9,16,None,Slave,1,1600,CT1E-COMMON DB-1,0,16,NVMe,Dedicated
CT1E-120-H1U10-vm3,10.164.78.159,10.164.42.0,Debian 13.1,Platform,MySQL,buffer1,6.1.123,46:b7:75:e9:a6:95,Debian 12.9,16,None,Slave,1,1600,CT1E-COMMON DB-1,0,16,NVMe,Dedicated
CT1E-119-H1U13-vm26,10.164.211.1,10.164.42.47,Debian 13.1,-,-,-,6.1.123,fe:5e:a5:b4:45:bf,Debian 12.9,16,None,-,1,1600,CTE-INTERNAL-LB,0,16,NVMe,Dedicated
CT1E-119-H1U14-vm26,10.164.122.100,10.164.42.30,Debian 13.1,Netomate-Csez,ZCPMySQL,Netops,6.12.74,f2:2c:66:09:8e:67,Debian 13.5,8,None,Master,1,1600,CT1E-NON-SAS STORAGE,0,16,NVMe,Dedicated
CT1B-0203-D2C22-N1-vm11,172.20.80.64,172.20.96.195,Debian 11.3,TaskEngine,AppServer,Sas,6.1.123,52:54:00:93:b0:05,Debian 12.9,8,None,-,1,376,VLAN-172.20,0,16,NVMe,Shared - Group 2
CT1B-0204-BTA14-N4-vm32,172.20.95.12,10.62.24.35,Debian 11.7,TaskEngine,AppServer,Sas,6.1.123,66:8f:ca:5c:bd:f9,Debian 12.9,8,Unknown,-,1,387,VLAN-172.20,0,32,NVMe,Shared - Group 1
CT1E-120-H1U11-vm6,10.164.78.194,10.164.42.2,Debian 13.1,Platform,MySQL,automationdb1,6.1.123,22:c0:55:16:81:2d,Debian 12.9,16,None,Slave,1,1600,CT1E-COMMON DB-1,0,16,NVMe,Dedicated
CT1E-120-H1U11-vm7,10.164.78.214,10.164.42.2,Debian 13.1,Platform,MySQL,automationrb1,6.1.123,a6:de:b6:bf:7e:bd,Debian 12.9,16,None,Master,1,1600,CT1E-COMMON DB-1,0,16,NVMe,Dedicated
CT1E-120-H1U11-vm23,10.164.78.209,10.164.42.2,Debian 13.1,Platform,MySQL,buffer1,6.1.123,0a:2e:ac:bb:05:c3,Debian 12.9,16,None,Master,1,1600,CT1E-COMMON DB-1,0,16,NVMe,Dedicated
CT1B-0204-BTA14-N2-vm40,172.20.75.208,10.62.23.116,Debian 11.7,SASDB,Test-Server,NA,6.1.123,46:ea:2b:ad:e4:97,Debian 12.9,8,Unknown,-,1,344,VLAN-172.20,0,32,NVMe,Shared - Group 1
CT1E-120-H1U13-vm8,10.164.75.210,10.164.42.21,Debian 13.1,Crm,AppServer,crmlab4,6.1.123,66:f5:7b:60:73:b8,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,16,NVMe,Dedicated
CT1E-120-H1U13-vm9,10.164.36.165,10.164.42.21,Debian 13.1,PatchManagerPlusCloud,AppServer,dcpremium3,6.1.123,b2:4f:2b:2b:75:93,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-4,0,16,NVMe,Dedicated
CT1E-120-H1U13-vm10,10.164.59.23,10.164.42.21,Debian 13.1,L3,"ECMPExaBGP,ECMPKeepalived,ECMPNLBShield,ECMPNLBStats",ECMP-CT1E-Pro-C1,6.1.123,22:5f:f0:51:a7:8d,Debian 12.9,16,None,-,1,268,CT1E-LB,0,16,NVMe,Dedicated
CT1E-120-H1U13-vm11,10.164.36.174,10.164.42.21,Debian 13.1,PatchManagerPlusCloud,AppServer,dcpremium3,6.1.123,0a:e2:0f:0c:51:5d,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-4,0,16,NVMe,Dedicated
CT1E-120-H1U14-vm11,10.164.119.211,10.164.42.16,Debian 13.1,WebMessagingService,RServer,RServer-mainmyzoho,6.1.123,42:90:ab:2f:1c:d0,Debian 12.9,8,None,-,1,268,CT1E-NON-SAS COMPUTE,0,16,NVMe,Dedicated
CT1E-120-H1U12-vm6,10.164.78.225,10.164.42.12,Debian 13.1,Platform,MySQL,automationdb1,6.1.123,3e:72:d4:12:87:ce,Debian 12.9,16,None,Sec Slave,1,1600,CT1E-COMMON DB-1,0,16,NVMe,Dedicated
CT1E-120-H1U12-vm7,10.164.78.222,10.164.42.12,Debian 13.1,Platform,MySQL,automationrb1,6.1.123,d2:2e:04:e8:a8:e6,Debian 12.9,16,None,Sec Slave,1,1600,CT1E-COMMON DB-1,0,16,NVMe,Dedicated
CT1E-120-H1U12-vm23,10.164.78.231,10.164.42.12,Debian 13.1,Platform,MySQL,buffer1,6.1.123,96:3d:d6:47:44:a5,Debian 12.9,16,None,Sec Slave,1,1600,CT1E-COMMON DB-1,0,16,NVMe,Dedicated
CT1D-0601-D1R19-vm23,172.20.210.71,10.65.141.54,Debian 12.7,ProjectXTest,Test-Server,SanthoshM,6.1.123,02:a7:33:d4:24:2c,Debian 12.9,8,None,-,1,268,VLAN-172.20,0,32,NVMe,Shared - Group 1
CT1B-0506-GTA10-N4-vm7,172.20.98.28,10.65.141.210,Debian 12.6,ZMail,"ZMinion,Zookeeper","Default,NA",6.1.123,e6:0c:f0:cf:96:e7,Debian 12.9,8,Unknown,-,1,268,VLAN-172.20,0,64,NVMe,Shared - Group 1
CT1B-0506-GTA10-N4-vm8,172.20.98.16,10.65.141.210,Debian 12.6,WebMessagingService,RServer,RServer-devbatchprocessor,6.1.123,26:36:9d:6b:8d:ac,Debian 12.9,4,Unknown,-,1,268,VLAN-172.20,0,64,NVMe,Shared - Group 1
CT25-D2U34-N3-vm1,172.20.76.122,172.20.76.113,Debian 12.9,Mi,Test-Server,NA,6.1.123,52:54:00:3f:4c:22,Debian 12.9,16,Unknown,-,1,234,VLAN-172.20,0,8,HW_RAID,Dedicated
CT1E-117-H1U10-vm15,10.164.207.2,10.164.42.91,Debian 13.1,EInvoice,AppServer,EInvoice,6.12.90,d6:68:0b:c5:1f:26,Debian 13.5,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U10-vm14,10.164.87.157,10.164.42.91,Debian 13.1,Voice,Postgres,default,6.12.90,92:31:a3:33:93:8f,Debian 13.5,8,None,Sec Slave,1,268,CT1E-COMMON DB-3,0,32,NVMe,Shared - Group 1
CT1E-117-H1U12-vm9,10.164.206.148,10.164.42.124,Debian 13.1,Crm,AppServer,crmrack1,6.1.123,42:7f:3a:e9:8e:5d,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U10-vm16,10.164.206.244,10.164.42.91,Debian 13.1,Catalyst,AppServer,CatalystDev_Om,6.12.74,0a:a6:52:1d:da:27,Debian 13.5,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U12-vm11,10.164.206.194,10.164.42.124,Debian 13.1,Crm,AppServer,crmrack3,6.1.123,9e:8a:b0:52:e5:5e,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U10-vm17,10.164.205.143,10.164.42.91,Debian 13.1,Calendar,AppServer,Sas,6.1.123,62:d3:b8:c6:61:6c,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U10-vm18,10.164.74.211,10.164.42.91,Debian 13.1,Crm,AppServer,crmlab20,6.1.123,0e:2f:73:64:e4:ed,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,32,NVMe,Shared - Group 1
CT1E-117-H1U10-vm19,10.164.204.94,10.164.42.91,Debian 13.1,DigitalAdoptionPlatform,AppServer,Test-Tipengine2,6.1.123,5e:fd:e5:ea:03:d3,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U10-vm20,10.164.206.138,10.164.42.91,Debian 13.1,Crm,AppServer,crmrack1,6.1.123,ea:6f:32:8d:c9:2d,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U10-vm21,10.164.206.141,10.164.42.91,Debian 13.1,Crm,AppServer,crmrack3,6.1.123,0a:62:73:f6:2b:6c,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U10-vm22,10.164.206.158,10.164.42.91,Debian 13.1,Crm,AppServer,crmrack2,6.1.123,0e:fa:a1:27:93:8b,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U10-vm23,10.164.206.249,10.164.42.91,Debian 13.1,Docs,AppServer,syncdocs1,6.12.74,56:5f:0f:5b:32:93,Debian 13.5,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U10-vm27,10.164.203.210,10.164.42.91,Debian 13.1,ZMProtocols,AppServer,Msync,6.1.123,ea:13:a7:f9:20:f1,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U10-vm31,10.164.207.9,10.164.42.91,Debian 13.1,Zmvault,AppServer,prezmvault-LZ,6.1.123,42:14:5c:33:f9:fb,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U13-vm5,10.164.205.135,10.164.42.120,Debian 13.1,Calendar,AppServer,Sas,6.1.123,8e:35:6c:ee:10:0d,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U10-vm33,10.164.74.25,10.164.42.91,Debian 13.1,TaskEngine,AppServer,Sas,6.1.123,96:51:28:ea:70:9b,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,32,NVMe,Shared - Group 2
CT1E-117-H1U12-vm8,10.164.206.189,10.164.42.124,Debian 13.1,Crm,AppServer,crmrack2,6.1.123,52:24:0b:05:31:43,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U12-vm10,10.164.207.5,10.164.42.124,Debian 13.1,ZMail,AppServer,myzoho-intrazm,6.1.123,9a:c4:88:31:1e:58,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U12-vm12,10.164.207.33,10.164.42.124,Debian 13.1,Flow,AppServer,rpalab1,6.1.123,c2:c6:bb:9f:7c:19,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U12-vm15,10.164.205.139,10.164.42.124,Debian 13.1,BDaaSAdmin,Test-Server,NA,6.12.74,5e:7a:41:9d:96:36,Debian 13.4,16,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U12-vm16,10.164.203.173,10.164.42.124,Debian 13.1,Books-Csez,AppServer,ERP-CSEZ,6.1.123,4a:46:b7:f9:75:8f,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U13-vm7,10.164.206.167,10.164.42.120,Debian 13.1,Crm,AppServer,crmrack1,6.1.123,32:3f:d8:86:87:78,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U13-vm8,10.164.206.182,10.164.42.120,Debian 13.1,Crm,AppServer,crmrack3,6.1.123,5a:60:6f:c1:61:06,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U10-vm26,10.164.75.161,10.164.42.91,Debian 13.1,Crm,AppServer,crmserverauto7,6.1.123,fa:fc:82:73:11:ea,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,32,NVMe,Shared - Group 1
CT1E-117-H1U10-vm30,10.164.203.135,10.164.42.91,Debian 13.1,CommandCenter-Csez,AppServer,sas,6.1.123,66:04:5b:04:6d:18,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U10-vm34,10.164.205.167,10.164.42.91,Debian 13.1,Sites,AppServer,sitesinteg6,6.1.123,8e:94:7f:34:aa:eb,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 2
CT1E-117-H1U10-vm35,10.164.205.172,10.164.42.91,Debian 13.1,Sites,AppServer,ConGen,6.1.123,3e:06:50:3f:75:6d,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 2
CT1E-117-H1U10-vm36,10.164.205.174,10.164.42.91,Debian 13.1,Support,AppServer,DeskPortal,6.1.123,42:89:9e:4f:1d:d5,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 2
CT1E-117-H1U10-vm37,10.164.205.27,10.164.42.91,Debian 13.1,Campaign,AppServer,campaign_platform,6.1.123,26:d8:5a:20:e8:36,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 2
CT1E-117-H1U12-vm13,10.164.203.170,10.164.42.124,Debian 13.1,Prereports,Zeus,main,6.1.123,1a:1d:f3:ff:72:e3,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U12-vm22,10.164.75.190,10.164.42.124,Debian 13.1,Recruit,AppServer,recruit8,6.1.123,0e:d4:bd:8e:ac:bc,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-3,0,32,NVMe,Shared - Group 1
CT1E-117-H1U12-vm23,10.164.36.63,10.164.42.124,Debian 13.1,Officeintegratordemo,AppServer,officeintegratordemo,6.1.123,ea:34:5a:4c:64:c0,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-4,0,32,NVMe,Shared - Group 1
CT1E-117-H1U12-vm28,10.164.47.99,10.164.42.124,Debian 13.1,ZIAPlatform-Csez,AppServer,GAC,6.1.123,32:6d:a5:c1:2d:68,Debian 12.9,8,None,-,1,268,CT1E-ZAN-OPSMON-APP,0,32,NVMe,Shared - Group 2
CT1E-117-H1U13-vm9,10.164.206.185,10.164.42.120,Debian 13.1,Crm,AppServer,crmrack2,6.1.123,ca:19:87:06:7f:72,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U14-vm13,10.164.206.135,10.164.42.126,Debian 13.1,Crm,AppServer,crmrack1,6.1.123,ea:8b:3d:4f:30:0c,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U13-vm10,10.164.206.230,10.164.42.120,Debian 13.1,Crmplus,AppServer,adminpanel,6.1.123,ba:e3:df:80:86:a8,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U14-vm15,10.164.206.126,10.164.42.126,Debian 13.1,Crm,AppServer,crmrack3,6.1.123,1a:b8:0e:ff:54:59,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U12-vm17,10.164.38.40,10.164.42.124,Debian 13.1,BAppPilot,AppServer,bapp-lab1,6.1.123,26:dc:6b:71:85:cd,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-4,0,32,NVMe,Shared - Group 1
CT1E-117-H1U12-vm24,10.164.204.130,10.164.42.124,Debian 13.1,Translate,AppServer,dev,6.1.123,d2:c8:77:cd:97:31,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U12-vm25,10.164.47.73,10.164.42.124,Debian 13.1,Webanalytics-Csez,AppServer,GAC,6.1.123,6e:4d:20:dc:f9:d1,Debian 12.9,8,None,-,1,268,CT1E-ZAN-OPSMON-APP,0,32,NVMe,Shared - Group 2
CT1E-117-H1U13-vm13,10.164.83.60,10.164.42.120,Debian 13.1,Stratus-Eu,MySQL,default,6.12.90,e2:a2:53:08:82:8c,Debian 13.5,8,None,Master,1,268,CT1E-COMMON DB-2,0,32,NVMe,Shared - Group 1
CT1E-117-H1U13-vm15,10.164.206.236,10.164.42.120,Debian 13.1,Mproxy,AppServer,mproxycrm,6.1.123,5a:a7:7d:58:d9:33,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U12-vm14,10.164.205.62,10.164.42.124,Debian 13.1,Platform-EU,AppServer,solution,6.1.123,ae:e4:f6:01:54:43,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U14-vm14,10.164.206.204,10.164.42.126,Debian 13.1,Crm,AppServer,crmrack2,6.1.123,26:77:d9:ec:ad:a2,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U12-vm21,10.164.204.116,10.164.42.124,Debian 13.1,Zgraphql,AppServer,zgraphqlqa,6.1.123,7a:d3:3c:06:14:4f,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 1
CT1E-117-H1U12-vm26,10.164.204.106,10.164.42.124,Debian 13.1,Tu,AppServer,kafka,6.1.123,0e:b8:58:c3:49:5b,Debian 12.9,8,None,-,1,268,CT1E-COMMON APP-1,0,32,NVMe,Shared - Group 2
