Cage,Rack,Label,Server IP,HostName,Server Type,Server Model,ZService,Component,Group,OS,RAM (GB),Memory Encryption,Disk Encryption,Role,LB Type,PO Number,VLAN,CPU(s),Drive Type
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-TPR30-N4-vm26,172.20.99.136,172.20.99.136,VM,-,ProjectXTest,Test-Server,Mydeen,Debian 11.3,4,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,64,SSD
NWL-HALL4-POD1-ROW2,CT1B-0201,CT1B-0201-D2C22-N2-vm30,172.20.72.25,172.20.72.25,VM,-,ProjectXTest,Test-Server,SantoshK,Debian 12.9,8,None,HW Encryption Supported,-,None,-,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0202,CT1B-0202-GTA20-N3-vm34,172.20.94.228,172.20.94.228,VM,-,ProjectXTest,Test-Server,SantoshK,Debian 12.9,8,None,HW Encryption Not Supported,-,None,ZOHO EST/23-24/0702,VLAN-172.20,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0202,CT1B-0202-BTA16-N2-vm20,172.20.93.172,172.20.93.172,VM,-,ProjectXTest,Test-Server,SantoshK,Debian 12.9,8,Unknown,Not Known,-,None,ZOHO EST/23-24/0781,VLAN-172.20,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0203,CT1B-0203-BTA16-N1-vm18,10.62.26.70,10.62.26.70,VM,-,ProjectXTest,Test-Server,Raiden,Debian 12.9,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0205,CT1B-0205-BTA16-N2-vm4,172.20.68.76,172.20.68.76,VM,-,ProjectXTest,Test-Server,SureshKumarN,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,VLAN-172.20,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0205,CT1B-0205-BTA16-N2-vm7,172.20.68.79,172.20.68.79,VM,-,ProjectXTest,Test-Server,Ponrajkumar,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,VLAN-172.20,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0205,CT1B-0205-BTA16-N2-vm9,172.20.68.83,172.20.68.83,VM,-,ProjectXTest,Test-Server,Samethan,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,VLAN-172.20,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0205,CT1B-0205-BTA16-N2-vm8,172.20.68.81,172.20.68.81,VM,-,ProjectXTest,Test-Server,Bharathvikraman,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,VLAN-172.20,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N1-vm16,10.62.23.141,10.62.23.141,VM,-,ProjectXTest,Test-Server,Arun,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N1-vm17,10.62.23.142,10.62.23.142,VM,-,ProjectXTest,Test-Server,Arun,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N1-vm18,10.62.23.145,10.62.23.145,VM,-,ProjectXTest,Test-Server,Arun,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N1-vm19,10.62.23.146,10.62.23.146,VM,-,ProjectXTest,Test-Server,Thanrajan,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N2-vm13,10.62.23.155,10.62.23.155,VM,-,ProjectXTest,Test-Server,Sathrak,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N2-vm11,10.62.23.152,10.62.23.152,VM,-,ProjectXTest,Test-Server,Sathrak,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N2-vm14,10.62.23.157,10.62.23.157,VM,-,ProjectXTest,Test-Server,Sathrak,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N2-vm17,10.62.23.163,10.62.23.163,VM,-,ProjectXTest,Test-Server,SanthoshM,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N2-vm18,10.62.23.165,10.62.23.165,VM,-,ProjectXTest,Test-Server,Jivitha,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N2-vm19,10.62.23.167,10.62.23.167,VM,-,ProjectXTest,Test-Server,Dharshini,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N2-vm20,10.62.23.169,10.62.23.169,VM,-,ProjectXTest,Test-Server,Thanrajan,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N3-vm13,10.62.23.174,10.62.23.174,VM,-,ProjectXTest,Test-Server,Vijayaguru,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N3-vm14,10.62.23.175,10.62.23.175,VM,-,ProjectXTest,Test-Server,Vijayaguru,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N3-vm17,10.62.23.178,10.62.23.178,VM,-,ProjectXTest,Test-Server,Vijayaguru,Debian 13.5,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N3-vm19,10.62.23.180,10.62.23.180,VM,-,ProjectXTest,Test-Server,AravindS,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N1-vm21,10.62.23.182,10.62.23.182,VM,-,ProjectXTest,Test-Server,Dharshini,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N2-vm21,10.62.23.191,10.62.23.191,VM,-,ProjectXTest,Test-Server,Keerthi,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA16-N1-vm11,10.62.23.250,10.62.23.250,VM,-,ProjectXTest,Test-Server,Keerthi,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA16-N1-vm12,10.62.23.251,10.62.23.251,VM,-,ProjectXTest,Test-Server,Raiden,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0203,CT1B-0203-G1U40-vm23,10.62.8.188,10.62.8.188,VM,-,ProjectXTest,Test-Server,Bharathvikraman,Debian 11.7,4,None,HW Encryption Supported,-,None,-,CT1B-ZCP-QA-Regression,20,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0203,CT1B-0203-G1U40-vm24,10.62.8.189,10.62.8.189,VM,-,ProjectXTest,Test-Server,Bharathvikraman,Debian 11.7,4,None,HW Encryption Supported,-,None,-,CT1B-ZCP-QA-Regression,20,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C26-N3-vm35,172.20.80.199,172.20.80.199,VM,-,ProjectXTest,Test-Server,Babiyan,Debian 12.5,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C26-N3-vm27,172.20.81.47,172.20.81.47,VM,-,ProjectXTest,Test-Server,Babiyan,Debian 12.5,4,Unknown,HW Encryption Not Supported,-,None,ZOHO EST/23-24/1979,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C24-N1-vm34,172.20.81.137,172.20.81.137,VM,-,ProjectXTest,Test-Server,Ashwin,Debian 11.7,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C24-N1-vm36,172.20.81.140,172.20.81.140,VM,-,ProjectXTest,Test-Server,SanthoshM,Debian 11.7,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C24-N3-vm32,172.20.81.213,172.20.81.213,VM,-,ProjectXTest,Test-Server,Babiyan,Debian 12.5,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C24-N3-vm29,172.20.82.10,172.20.82.10,VM,-,ProjectXTest,Test-Server,SanthoshM,Debian 11.7,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C24-N3-vm31,172.20.82.17,172.20.82.17,VM,-,ProjectXTest,Test-Server,Babiyan,Debian 12.5,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C28-N3-vm26,172.20.82.19,172.20.82.19,VM,-,ProjectXTest,Test-Server,KarthikeyanM,Debian 11.7,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C24-N4-vm27,172.20.82.29,172.20.82.29,VM,-,ProjectXTest,Test-Server,Babiyan,Debian 12.5,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C24-N3-vm35,172.20.80.182,172.20.80.182,VM,-,ProjectXTest,Test-Server,SanthoshM,Debian 11.7,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C24-N3-vm36,172.20.80.183,172.20.80.183,VM,-,ProjectXTest,Test-Server,Ashwin,Debian 11.7,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0504,CT1B-0504-D2C28-N1-vm15,172.20.72.126,172.20.72.126,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0504,CT1B-0504-D2C28-N3-vm15,172.20.68.112,172.20.68.112,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0504,CT1B-0504-D2C28-N3-vm7,172.20.72.184,172.20.72.184,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0504,CT1B-0504-D2C24-N2-vm28,172.20.68.86,172.20.68.86,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0504,CT1B-0504-D2C24-N3-vm1,10.62.31.63,10.62.31.63,VM,-,ProjectXTest,Test-Server,SanthoshM,Debian 12.6,8,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0504,CT1B-0504-D2C24-N3-vm2,10.62.31.65,10.62.31.65,VM,-,ProjectXTest,Test-Server,SanthoshM,Debian 12.6,8,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0504,CT1B-0504-D2C24-N3-vm12,10.62.31.75,10.62.31.75,VM,-,ProjectXTest,Test-Server,SanthoshM,Debian 12.6,8,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0504,CT1B-0504-D2C24-N3-vm19,10.62.31.81,10.62.31.81,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0504,CT1B-0504-D2C24-N3-vm20,10.62.31.82,10.62.31.82,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0504,CT1B-0504-D2C24-N3-vm21,10.62.31.83,10.62.31.83,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0504,CT1B-0504-D2C24-N3-vm22,10.62.31.84,10.62.31.84,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0505,CT1B-0505-D2C24-N3-vm26,172.20.68.102,172.20.68.102,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-241979,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C30-N3-vm10,10.62.29.164,10.62.29.164,VM,-,ProjectXTest,Test-Server,Kailas,Debian 12.9,8,Unknown,HW Encryption Not Supported,-,None,-,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C30-N3-vm21,10.62.29.163,10.62.29.163,VM,-,ProjectXTest,Test-Server,Jenifer,Debian 12.9,8,Unknown,HW Encryption Not Supported,-,None,-,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0508,CT1B-0508-H1U32-vm10,10.62.21.72,10.62.21.72,VM,-,ProjectXTest,Test-Server,SuryaPrakashP,Debian 12.9,16,Unknown,HW Encryption Not Supported,-,None,-,CT1B-VLAN2,16,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C30-N3-vm51,10.62.29.160,10.62.29.160,VM,-,ProjectXTest,Test-Server,Naren,Debian 12.9,4,Unknown,HW Encryption Not Supported,-,None,-,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C30-N3-vm52,10.62.29.159,10.62.29.159,VM,-,ProjectXTest,Test-Server,Naren,Debian 12.9,4,Unknown,HW Encryption Not Supported,-,None,-,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0201,CT1B-0201-H1U12-vm1,172.20.68.122,172.20.68.122,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,None,Not Known,-,None,-,VLAN-172.20,32,SSD
Cage1,CT01,CT01-D2C16-N4-vm7,172.20.68.140,172.20.68.140,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,64,SSD
Cage1,CT01,CT01-D2C16-N4-vm8,172.20.69.204,172.20.69.204,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,64,SSD
Cage1,CT01,CT01-D2C16-N4-vm28,172.20.68.120,172.20.68.120,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,64,SSD
Cage1,CT05,CT05-I2U17-N4-vm23,172.20.84.237,172.20.84.237,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,Not Known,-,None,-,VLAN-172.20,40,SSD
Cage1,CT05,CT05-I2U17-N4-vm25,172.20.68.82,172.20.68.82,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,Not Known,-,None,-,VLAN-172.20,40,SSD
Cage1,CT01,CT01-D2C12-N2-vm22,172.20.64.40,172.20.64.40,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,64,SSD
Cage1,CT01,CT01-D2C12-N2-vm25,172.20.68.80,172.20.68.80,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,64,SSD
Cage1,CT02,CT02-D2C14-N1-vm5,172.20.62.69,172.20.62.69,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,64,SSD
Cage1,CT02,CT02-D2C14-N1-vm9,172.20.68.77,172.20.68.77,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,64,SSD
Cage1,CT08,CT08-D2C17-N2-vm36,172.20.84.226,172.20.84.226,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,Unknown,Not Known,-,None,-,VLAN-172.20,40,Mixed
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-TPR30-N1-vm30,172.20.83.229,172.20.83.229,VM,-,ProjectXTest,Test-Server,Jenifer,Debian 12.9,4,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,64,SSD
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C10-N4-vm22,172.20.67.106,172.20.67.106,VM,-,ProjectXTest,Test-Server,Reswanth,Debian 12.6,4,None,Not Known,-,None,-,VLAN-172.20,32,Mixed
