Cage,Rack,Label,Server IP,HostName,Server Type,Server Model,ZService,Component,Group,OS,RAM (GB),Memory Encryption,Disk Encryption,Role,LB Type,PO Number,VLAN,CPU(s),Drive Type
KTA,KTA-0202,KTA-0202-GTA20-N4-vm38,10.134.21.238,10.134.21.238,VM,-,Desk-Components,"HDFS-JournalNode,HDFS-Zookeeper",DeskHbase,Debian 12.9,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,32,NVMe
KTA,KTA-0202,KTA-0202-GTA18-N4-vm33,10.134.21.226,10.134.21.226,VM,-,Desk-Components,"HDFS-JournalNode,HDFS-Zookeeper",DeskHbase,Debian 12.9,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,32,NVMe
KTA,KTA-0202,KTA-0202-GTA20-N4-vm34,10.134.46.134,10.134.46.134,VM,-,DFS,"HDFS-JournalNode,HDFS-Zookeeper",DFS_Hadoop,Debian 12.9,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-NONSAS-COMPUTE,32,NVMe
KTA,KTA-0202,KTA-0202-GTA18-N2-vm16,10.134.46.139,10.134.46.139,VM,-,DFS,"HDFS-JournalNode,HDFS-Zookeeper",DFS_Hadoop,Debian 12.9,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-NONSAS-COMPUTE,32,NVMe
KTA,KTA-0206,KTA-0206-H1U29-vm44,10.134.46.153,10.134.46.153,VM,-,DFS,"HDFS-JournalNode,HDFS-Zookeeper",DFS_Hadoop,Debian 13.5,8,None,HW Encryption Supported,-,None,-,KRISP-CT1-NONSAS-COMPUTE,32,NVMe
CT1E,CT1E-0111,CT1E-0111-D1R39-vm28,10.164.117.59,10.164.117.59,VM,-,Kural,"HDFS-JournalNode,HDFS-Zookeeper",kural-HBase,Debian 13.5,8,None,HW Encryption Supported,-,L3,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0111,CT1E-0111-D1R40-vm23,10.164.117.26,10.164.117.26,VM,-,Kural,"HDFS-JournalNode,HDFS-Zookeeper",kural-HBase,Debian 13.5,8,None,HW Encryption Supported,-,L3,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0112,CT1E-0112-D1R37-vm4,10.164.117.216,10.164.117.216,VM,-,Kural,"HDFS-JournalNode,HDFS-Zookeeper",kural-HBase,Debian 13.5,8,None,HW Encryption Supported,-,L3,-,CT1E-NON-SAS COMPUTE,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C26-N4-vm8,172.20.82.83,172.20.82.83,VM,-,Mailwatch,"HDFS-JournalNode,HDFS-Zookeeper",HBase,Debian 11.7,8,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C24-N1-vm8,172.20.80.250,172.20.80.250,VM,-,Mailwatch,"HDFS-JournalNode,HDFS-Zookeeper",HBase,Debian 11.7,8,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C28-N2-vm7,172.20.81.172,172.20.81.172,VM,-,Mailwatch,"HDFS-JournalNode,HDFS-Zookeeper",HBase,Debian 11.7,8,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N4-vm15,172.20.94.0,172.20.94.0,VM,-,ZHadoop,"HDFS-JournalNode,HDFS-Zookeeper",HadoopCommon,Debian 11.7,8,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,VLAN-172.20,32,NVMe
ME-Lab,CT1A20,CT1A20-I2C35-N3-vm38,172.20.86.85,172.20.86.85,VM,-,ZHadoop,"HDFS-JournalNode,HDFS-Zookeeper",HadoopCommon,Debian 11.7,8,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,20,SSD
Cage1,CT05,CT05-I2U19-N1-vm47,172.20.86.119,172.20.86.119,VM,-,ZHadoop,"HDFS-JournalNode,HDFS-Zookeeper",HadoopCommon,Debian 11.7,8,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,20,SSD
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-D2C30-N4-vm23,172.20.210.208,172.20.210.208,VM,-,ZHadoop,"HDFS-JournalNode,HDFS-Zookeeper",HBaseCommon,Debian 12.7,8,Unknown,Not Known,-,None,ZOHO EST/24-25/1594,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-GTA18-N3-vm26,172.20.210.204,172.20.210.204,VM,-,ZHadoop,"HDFS-JournalNode,HDFS-Zookeeper",HBaseCommon,Debian 12.7,8,Unknown,HW Encryption Supported,-,None,ZOHO EST/24-25/1410,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0505,CT1B-0505-GTA12-N1-vm12,172.20.210.209,172.20.210.209,VM,-,ZHadoop,"HDFS-JournalNode,HDFS-Zookeeper",HBaseCommon,Debian 12.7,8,Unknown,HW Encryption Supported,-,None,ZOHO EST/24-25/1410,VLAN-172.20,32,NVMe
CT1E,CT1E-0114,CT1E-0114-D1R32-vm18,10.164.118.227,10.164.118.227,VM,-,ZHadoop,"HDFS-JournalNode,HDFS-Zookeeper",HBaseTest,Debian 13.1,8,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0115,CT1E-0115-D1R33-vm23,10.164.118.235,10.164.118.235,VM,-,ZHadoop,"HDFS-JournalNode,HDFS-Zookeeper",HBaseTest,Debian 13.1,8,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0116,CT1E-0116-D1R33-vm15,10.164.118.249,10.164.118.249,VM,-,ZHadoop,"HDFS-JournalNode,HDFS-Zookeeper",HBaseTest,Debian 13.1,8,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
Cage1,CT17,CT17-FTA23-N4-vm4,172.20.98.63,172.20.98.63,VM,-,Arm,"HDFS-NameNode,HDFS-ZKFC",ArmHadoop,Debian 11.3,4,Unknown,Not Known,"Slave,Slave",None,-,VLAN-172.20,32,HW_RAID
Cage1,CT25,CT25-D2U36-N1-vm59,172.20.85.154,172.20.85.154,VM,-,Arm,"HDFS-NameNode,HDFS-ZKFC",ArmHadoop,Debian 11.7,4,Unknown,HW Encryption Supported,"Master,Master",None,-,VLAN-172.20,40,SSD
NWL-HALL4-POD1-ROW2,CT1B-0203,CT1B-0203-BTA14-N1-vm33,172.20.208.52,172.20.208.52,VM,-,BDaaSAdmin,"HDFS-NameNode,HDFS-ZKFC",LocalBdaasHadoop,Debian 12.9,32,Unknown,HW Encryption Supported,"Master,Master",None,ZOHO EST/23-24/0781,VLAN-172.20,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N2-vm28,172.20.82.198,172.20.82.198,VM,-,BDaaSAdmin,"HDFS-NameNode,HDFS-ZKFC",LocalDebianTest,Debian 11.7,8,None,HW Encryption Supported,"Slave,Slave",None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0505,CT1B-0505-D2C24-N2-vm29,10.62.31.235,10.62.31.235,VM,-,BDaaSAdmin,"HDFS-NameNode,HDFS-ZKFC",LocalCirrusHadoop,Debian 12.6,32,Unknown,HW Encryption Supported,"Master,Master",None,ZOHO EST/23-241979,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0505,CT1B-0505-D2C20-N3-vm29,10.62.30.103,10.62.30.103,VM,-,BDaaSAdmin,"HDFS-NameNode,HDFS-ZKFC",LocalCirrusHadoop,Debian 12.6,32,Unknown,HW Encryption Supported,"Slave,Slave",None,ZOHO EST/23-24/1979,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0508,CT1B-0508-D2C28-N3-vm22,172.20.201.119,172.20.201.119,VM,-,BDaaSAdmin,"HDFS-NameNode,HDFS-ZKFC",LocalTestHadoop,Debian 12.9,8,Unknown,Not Known,"Not In Cluster,Not In Cluster",None,ZOHO EST/24-25/1594,VLAN-172.20,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R38-vm16,172.20.208.158,172.20.208.158,VM,-,BDaaSAdmin,"HDFS-NameNode,HDFS-ZKFC",LocalBdaasHadoop,Debian 12.9,32,None,Not Known,"Slave,Slave",None,ZOHOEST/24-25/2010,VLAN-172.20,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R34-vm32,172.20.93.183,172.20.93.183,VM,-,BDaaSAdmin,"HDFS-NameNode,HDFS-ZKFC",LocalTestHadoop,Debian 12.9,8,None,HW Encryption Supported,"Master,Master",None,ZOHOEST/24-25/2079,VLAN-172.20,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0203,CT1B-0203-GHC26-N1-vm3,172.20.77.29,172.20.77.29,VM,-,BDaaSAdmin,"HDFS-NameNode,HDFS-ZKFC",LocalDebianTest,Debian 12.9,8,SME,HW Encryption Supported,"Master,Master",None,ZOHOEST/22-23/0090,VLAN-172.20,32,SSD
CT1E,CT1E-120,CT1E-120-D1R30-vm20,10.164.117.114,10.164.117.114,VM,-,Campaign,"HDFS-NameNode,HDFS-ZKFC",cmp-hbase,Debian 13.4,32,None,HW Encryption Supported,"Master,Master",None,ZOHOCHN-SIFY/25-26/0066,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-120,CT1E-120-D1R32-vm21,10.164.117.129,10.164.117.129,VM,-,Campaign,"HDFS-NameNode,HDFS-ZKFC",cmp-hbase,Debian 13.4,32,None,HW Encryption Supported,"Slave,Slave",None,ZOHOCHN-SIFY/25-26/0066,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-118,CT1E-118-D1R33-vm26,10.164.117.68,10.164.117.68,VM,-,Chat,"HDFS-NameNode,HDFS-ZKFC",local,Debian 13.5,8,None,HW Encryption Supported,"Slave,Slave",None,ZOHOCHN-SIFY/25-26/0066,CT1E-NON-SAS COMPUTE,64,NVMe
CT1E,CT1E-0112,CT1E-0112-D1R36-vm25,10.164.117.22,10.164.117.22,VM,-,Chat,"HDFS-NameNode,HDFS-ZKFC",local,Debian 13.5,8,None,HW Encryption Supported,"Master,Master",None,-,CT1E-NON-SAS COMPUTE,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-D2C30-N4-vm7,172.20.210.132,172.20.210.132,VM,-,Crm,"HDFS-NameNode,HDFS-ZKFC",crmmail,Debian 12.9,30,Unknown,Not Known,"Slave,Slave",None,ZOHO EST/24-25/1594,VLAN-172.20,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R20-vm7,172.20.207.203,172.20.207.203,VM,-,Crm,"HDFS-NameNode,HDFS-ZKFC",crmmail,Debian 12.7,30,None,HW Encryption Supported,"Master,Master",None,ZOHOEST/24-25/2079,VLAN-172.20,32,NVMe
CT1E,CT1E-0114,CT1E-0114-D1R34-vm12,10.164.117.159,10.164.117.159,VM,-,Dataprep,"HDFS-NameNode,HDFS-ZKFC",hdfscluster1,Debian 13.4,16,None,HW Encryption Supported,"Slave,Slave",None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0115,CT1E-0115-D1R31-vm12,10.164.117.151,10.164.117.151,VM,-,Dataprep,"HDFS-NameNode,HDFS-ZKFC",hdfscluster1,Debian 13.4,16,None,HW Encryption Supported,"Master,Master",None,-,CT1E-NON-SAS COMPUTE,32,NVMe
KTA,KTA-0202,KTA-0202-GTA18-N3-vm28,10.134.22.239,10.134.22.239,VM,-,Desk-Components,"HDFS-NameNode,HDFS-ZKFC",DeskHbase,Debian 12.9,32,None,HW Encryption Supported,"Master,Master",None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,32,NVMe
KTA,KTA-0203,KTA-0203-GTA18-N1-vm27,10.134.23.225,10.134.23.225,VM,-,Desk-Components,"HDFS-NameNode,HDFS-ZKFC",DeskHbase,Debian 12.9,32,None,HW Encryption Supported,"Slave,Slave",None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,32,NVMe
CT1E,CT1E-118,CT1E-118-D1R32-vm32,10.164.118.90,10.164.118.90,VM,-,DFS,"HDFS-NameNode,HDFS-ZKFC",DFS_Hadoop,Debian 13.4,8,None,HW Encryption Supported,"Master,Master",None,ZOHOCHN-SIFY/25-26/0066,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0111,CT1E-0111-D1R37-vm24,10.164.118.185,10.164.118.185,VM,-,DFS,"HDFS-NameNode,HDFS-ZKFC",DFS_Hadoop,Debian 13.5,8,None,HW Encryption Supported,"Slave,Slave",None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0111,CT1E-0111-D1R39-vm31,10.164.117.188,10.164.117.188,VM,-,Kural,"HDFS-NameNode,HDFS-ZKFC",kural-HBase,Debian 13.5,8,None,HW Encryption Supported,"Master,Master",None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0112,CT1E-0112-D1R35-vm22,10.164.117.208,10.164.117.208,VM,-,Kural,"HDFS-NameNode,HDFS-ZKFC",kural-HBase,Debian 13.5,8,None,HW Encryption Supported,"Slave,Slave",None,-,CT1E-NON-SAS COMPUTE,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C32-N3-vm20,172.20.79.32,172.20.79.32,VM,-,Mailwatch,"HDFS-NameNode,HDFS-ZKFC",HBase,Debian 11.7,8,Unknown,HW Encryption Not Supported,"Slave,Slave",None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C26-N1-vm12,172.20.82.121,172.20.82.121,VM,-,Mailwatch,"HDFS-NameNode,HDFS-ZKFC",HBase,Debian 11.7,8,Unknown,HW Encryption Not Supported,"Master,Master",None,ZOHO EST/23-24/1979,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C26-N3-vm8,172.20.82.93,172.20.82.93,VM,-,ZHadoop,"HDFS-NameNode,HDFS-ZKFC",HadoopCommon,Debian 12.5,8,Unknown,HW Encryption Not Supported,"Master,Master",None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C26-N4-vm10,172.20.80.227,172.20.80.227,VM,-,ZHadoop,"HDFS-NameNode,HDFS-ZKFC",HadoopCommon,Debian 12.5,8,Unknown,HW Encryption Not Supported,"Slave,Slave",None,ZOHO EST/23-24/1979,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-H1U14-vm18,172.20.60.223,172.20.60.223,VM,-,ZHadoop,"HDFS-NameNode,HDFS-ZKFC",HBaseCommon,Debian 12.7,8,None,Not Known,"Master,Master",None,-,VLAN-172.20,32,SSD
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-D2C28-N3-vm30,172.20.210.240,172.20.210.240,VM,-,ZHadoop,"HDFS-NameNode,HDFS-ZKFC",HBaseCommon,Debian 12.7,8,Unknown,Not Known,"Not In Cluster,Not In Cluster",None,ZOHO EST/24-25/1594,VLAN-172.20,16,NVMe
CT1E,CT1E-0114,CT1E-0114-D1R33-vm13,10.164.118.218,10.164.118.218,VM,-,ZHadoop,"HDFS-NameNode,HDFS-ZKFC",HBaseTest,Debian 13.1,32,None,HW Encryption Supported,"Master,Master",None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0117,CT1E-0117-D1R33-vm20,10.164.119.31,10.164.119.31,VM,-,ZHadoop,"HDFS-NameNode,HDFS-ZKFC",HBaseTest,Debian 13.1,32,None,HW Encryption Supported,"Not In Cluster,Not In Cluster",None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-111,CT1E-111-H1U10-vm13,10.164.70.254,10.164.70.254,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 13.5,8,None,HW Encryption Supported,-,L3,-,CT1E-COMMON APP-2,32,NVMe
CT1E,CT1E-120,CT1E-120-H1U11-vm41,10.164.71.30,10.164.71.30,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 13.5,8,None,HW Encryption Supported,-,L3,-,CT1E-COMMON APP-2,32,NVMe
CT1E,CT1E-118,CT1E-118-H1U13-vm18,10.164.70.198,10.164.70.198,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 13.5,8,None,HW Encryption Supported,-,L3,-,CT1E-COMMON APP-2,32,NVMe
CT1E,CT1E-119,CT1E-119-D1R32-vm7,10.164.118.187,10.164.118.187,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 13.4,16,None,HW Encryption Supported,-,L3,ZOHOCHN-SIFY/25-26/0066,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0119,CT1E-0119-D1R35-vm12,10.164.71.5,10.164.71.5,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 13.5,8,None,HW Encryption Supported,-,L3,-,CT1E-COMMON APP-2,64,NVMe
CT1E,CT1E-304,CT1E-304-GTA08-N4-vm18,10.164.71.60,10.164.71.60,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 13.5,8,None,HW Encryption Supported,-,L3,ZOHO CHN-SIFY/25-26/0072,CT1E-COMMON APP-2,32,NVMe
CT1E,CT1E-305,CT1E-305-GTA08-N3-vm28,10.164.70.246,10.164.70.246,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 13.5,8,None,HW Encryption Supported,-,L3,ZOHO CHN-SIFY/25-26/0072,CT1E-COMMON APP-2,32,NVMe
CT1E,CT1E-306,CT1E-306-GTA08-N3-vm21,10.164.71.48,10.164.71.48,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 13.5,8,None,HW Encryption Supported,-,L3,ZOHO CHN-SIFY/25-26/0072,CT1E-COMMON APP-2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0202,CT1B-0202-D2C22-N2-vm16,172.20.71.87,172.20.71.87,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 11.7,8,None,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0203,CT1B-0203-D2C22-N1-vm17,172.20.71.89,172.20.71.89,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 11.7,8,None,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0205,CT1B-0205-D2C22-N4-vm16,172.20.71.88,172.20.71.88,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 11.7,8,None,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
ME-Lab,CT1A21,CT1A21-D2C13-N4-vm7,172.20.95.159,172.20.95.159,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 11.7,16,Unknown,HW Encryption Supported,-,L3,-,VLAN-172.20,20,SSD
ME-Lab,CT1A21,CT1A21-D2C13-N4-vm9,172.20.95.161,172.20.95.161,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 11.7,16,Unknown,HW Encryption Supported,-,L3,-,VLAN-172.20,20,SSD
ME-Lab,CT1A21,CT1A21-D2C13-N4-vm10,172.20.95.162,172.20.95.162,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 11.7,16,Unknown,HW Encryption Supported,-,L3,-,VLAN-172.20,20,SSD
ME-Lab,CT1A20,CT1A20-D2C11-N1-vm26,172.20.95.200,172.20.95.200,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,40,SSD
ME-Lab,CT1A20,CT1A20-D2C11-N1-vm27,172.20.95.201,172.20.95.201,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,40,SSD
ME-Lab,CT1A20,CT1A20-D2C11-N1-vm24,172.20.95.198,172.20.95.198,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,40,SSD
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-H1U11-vm37,10.65.52.30,10.65.52.30,VM,-,Backstage,HeadlessChrome,ChromServer,Debian 12.7,4,Unknown,Not Known,-,None,-,CT1-COMMON-APP2,16,SSD
CT1E,CT1E-0112,CT1E-0112-D1R37-vm15,10.164.117.229,10.164.117.229,VM,-,Medscribe,HealthAI,health-ai,Debian 13.5,8,None,HW Encryption Supported,-,L7,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0111,CT1E-0111-D1R39-vm32,10.164.117.241,10.164.117.241,VM,-,Medscribe,HealthAI,health-ai,Debian 13.5,8,None,HW Encryption Supported,-,L7,-,CT1E-NON-SAS COMPUTE,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-D2C28-N3-vm6,172.20.201.134,172.20.201.134,VM,-,Repository,HgBuilder,hg,Debian 12.7,30,Unknown,Not Known,-,L3,ZOHO EST/24-25/1594,VLAN-172.20,16,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-D2C28-N4-vm7,172.20.201.161,172.20.201.161,VM,-,Repository,HgBuilder,hg,Debian 12.7,30,Unknown,Not Known,-,L3,ZOHO EST/24-25/1594,VLAN-172.20,16,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C28-N3-vm17,172.20.81.244,172.20.81.244,VM,-,Repository-Csez,HgBuilder,hg,Debian 12.5,8,Unknown,HW Encryption Not Supported,-,L3,-,VLAN-172.20,32,NVMe
CT1E,CT1E-119,CT1E-119-D1R33-vm21,10.164.117.14,10.164.117.14,VM,-,BDaaSAdmin,HiveMetastore,NA,Debian 13.5,30,None,HW Encryption Supported,-,None,ZOHOCHN-SIFY/25-26/0066,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-120,CT1E-120-D1R30-vm45,10.164.117.101,10.164.117.101,VM,-,BDaaSAdmin,HiveMetastore,NA,Debian 13.5,30,None,HW Encryption Supported,-,None,ZOHOCHN-SIFY/25-26/0066,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-118,CT1E-118-D1R32-vm7,10.164.118.109,10.164.118.109,VM,-,Iot,HubServer,IOT_HUB,Debian 13.4,16,None,HW Encryption Supported,-,L3,ZOHOCHN-SIFY/25-26/0066,CT1E-NON-SAS COMPUTE,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0504,CT1B-0504-D2C26-N2-vm21,172.20.214.149,172.20.214.149,VM,-,Iot,HubServer,IOTHUBLNS,Debian 13.5,16,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,VLAN-172.20,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R22-vm21,172.20.208.205,172.20.208.205,VM,-,Iot,HubServer,IOT_HUB,Debian 13.5,16,None,Not Known,-,L3,ZOHOEST/24-25/2010,VLAN-172.20,32,NVMe
Cage1,CT16,CT16-I2U22-N4-vm2,172.20.38.95,172.20.38.95,VM,-,Iot,HubServer,IOT_HUB,CentOS Linux release 7.6.1810 (Core),16,-,Not Known,-,L3,-,VLAN-172.20,40,HDD
ME-Lab,CT1A20,CT1A20-D2U21-N4-vm7,172.20.99.13,172.20.99.13,VM,-,Iot,HubServer,IOT_HUB,Debian 12.6,16,Unknown,Not Known,-,L3,-,VLAN-172.20,20,SSD
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-H1U35-vm1,172.20.59.232,172.20.59.232,VM,-,Iot,HubServer,IOT_HUB,Debian 12.7,16,Unknown,Not Known,-,L3,-,VLAN-172.20,16,SSD
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-H1U32-vm14,172.20.87.141,172.20.87.141,VM,-,Iot,HubServer,IOT_HUB,Debian 12.9,16,Unknown,Not Known,-,L3,-,VLAN-172.20,16,Mixed
NWL-HALL4-POD5-ROW5,CT1B-0508,CT1B-0508-H1U11-vm2,172.20.207.25,172.20.207.25,VM,-,Iot,HubServer,IOTHUBLNS,Debian 13.5,16,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
KTA,KTA-0203,KTA-0203-GTA20-N1-vm41,10.134.46.21,10.134.46.21,VM,-,Iot-Csez,HubServer,IOTHUB,Debian 12.9,8,None,HW Encryption Supported,-,Both,ZOHO KRISP/24-25/0408,KRISP-CT1-NONSAS-COMPUTE,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0202,CT1B-0202-GHC24-N1-vm4,172.20.77.74,172.20.77.74,VM,-,Iot-Csez,HubServer,IOTHUB,Debian 12.9,8,SME,HW Encryption Supported,-,Both,ZOHOEST/22-23/0090,VLAN-172.20,32,SSD
CT1E,CT1E-113,CT1E-113-H1U12-vm4,10.164.200.140,10.164.200.140,VM,-,ArattaiBusiness,Hyna,ArattaiBusiness_hyna,Debian 12.9,16,None,HW Encryption Supported,-,None,-,CT1E-COMMON APP-1,32,NVMe
CT1E,CT1E-115,CT1E-115-H1U10-vm2,10.164.200.134,10.164.200.134,VM,-,ArattaiBusiness,Hyna,ArattaiBusiness_hyna,Debian 12.9,16,None,HW Encryption Supported,-,None,-,CT1E-COMMON APP-1,32,NVMe
CT1E,CT1E-115,CT1E-115-H1U11-vm2,10.164.200.137,10.164.200.137,VM,-,ArattaiBusiness,Hyna,ArattaiBusiness_hyna,Debian 12.9,16,None,HW Encryption Supported,-,None,-,CT1E-COMMON APP-1,32,NVMe
KTA,KTA-0203,KTA-0203-GTA20-N3-vm28,10.134.22.145,10.134.22.145,VM,-,Arm,Hyna,ARM-HYNA,Debian 12.9,32,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,32,NVMe
KTA,KTA-0202,KTA-0202-GTA20-N4-vm23,10.134.20.224,10.134.20.224,VM,-,Arm,Hyna,ARM-HYNA,Debian 12.9,32,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,16,NVMe
KTA,KTA-0202,KTA-0202-GTA20-N4-vm29,10.134.23.217,10.134.23.217,VM,-,Arm,Hyna,ARM-HYNA,Debian 12.9,32,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,32,NVMe
KTA,KTA-0202,KTA-0202-GTA20-N1-vm24,10.134.22.183,10.134.22.183,VM,-,Arm,Hyna,ARM-HYNA,Debian 12.9,32,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,16,NVMe
KTA,KTA-0202,KTA-0202-GTA18-N3-vm24,10.134.22.246,10.134.22.246,VM,-,Arm,Hyna,ARM-HYNA,Debian 12.9,32,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,16,NVMe
KTA,KTA-0104,KTA-0104-GTA20-N2-vm29,10.134.22.114,10.134.22.114,VM,-,Arm,Hyna,ARM-HYNA,Debian 12.9,32,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,32,NVMe
